domain_code,catalog_code,catalog_name,official_source,is_hierarchical,value_code,value_name,parent_value_code,is_active,atributos_eav
GOVERNANCE,CAT_CONSENT_TYPE,Tipo de autorización (finalidad),Ley 1581/2012 art. 8; Ley 1266/2008 art. 6,f,COMMERCIAL,Finalidad comercial y publicitaria,,t,""
GOVERNANCE,CAT_CONSENT_TYPE,Tipo de autorización (finalidad),Ley 1581/2012 art. 8; Ley 1266/2008 art. 6,f,FINANCIAL_HABEAS_DATA,Habeas Data financiero (Ley 1266/2008 art. 6),,t,""
GOVERNANCE,CAT_CONSENT_TYPE,Tipo de autorización (finalidad),Ley 1581/2012 art. 8; Ley 1266/2008 art. 6,f,CLINICAL_RECORDS,"Historia clínica, dato sensible (Ley 1581/2012 art. 6; Ley 23/1981 art. 34)",,t,""
GOVERNANCE,CAT_CONSENT_TYPE,Tipo de autorización (finalidad),Ley 1581/2012 art. 8; Ley 1266/2008 art. 6,f,CREDIT_BUREAU,Reporte a centrales de riesgo (Ley 1266/2008),,t,""
GOVERNANCE,CAT_DQ_CATEGORY,Categoría de calidad de datos,DAMA-DMBOK2 Cap. 13,f,COMPLETENESS,Completitud,,t,""
GOVERNANCE,CAT_DQ_CATEGORY,Categoría de calidad de datos,DAMA-DMBOK2 Cap. 13,f,VALIDITY,Validez,,t,""
GOVERNANCE,CAT_DQ_CATEGORY,Categoría de calidad de datos,DAMA-DMBOK2 Cap. 13,f,CONSISTENCY,Consistencia,,t,""
GOVERNANCE,CAT_DQ_CATEGORY,Categoría de calidad de datos,DAMA-DMBOK2 Cap. 13,f,UNIQUENESS,Unicidad,,t,""
GOVERNANCE,CAT_DQ_CATEGORY,Categoría de calidad de datos,DAMA-DMBOK2 Cap. 13,f,TIMELINESS,Oportunidad,,t,""
GOVERNANCE,CAT_REQUEST_STATUS,Estado de solicitud o tarea,Interno,f,RECEIVED,Recibida,,t,""
GOVERNANCE,CAT_REQUEST_STATUS,Estado de solicitud o tarea,Interno,f,IN_PROGRESS,En trámite,,t,""
GOVERNANCE,CAT_REQUEST_STATUS,Estado de solicitud o tarea,Interno,f,RESOLVED,Resuelta,,t,""
GOVERNANCE,CAT_REQUEST_STATUS,Estado de solicitud o tarea,Interno,f,REJECTED,Rechazada,,t,""
GOVERNANCE,CAT_RETENTION_RULE,Regla de retención,Política corporativa de retención,f,AFFILIATE_5Y,Afiliados: 5 años desde fin de afiliación,,t,trigger=AFFILIATION_END; years=5
GOVERNANCE,CAT_RETENTION_RULE,Regla de retención,Política corporativa de retención,f,HR_5Y_POST_EXIT,RR. HH.: 5 años post-egreso,,t,trigger=EMPLOYMENT_END; years=5
GOVERNANCE,CAT_RETENTION_RULE,Regla de retención,Política corporativa de retención,f,VENDOR_7Y,Proveedores: 7 años,,t,trigger=VENDOR_END; years=7
GOVERNANCE,CAT_RETENTION_RULE,Regla de retención,Política corporativa de retención,f,FINANCIAL_10Y,Financiero: 10 años desde cierre del último vínculo de CREDITO,,t,trigger=ENROLLMENT_CLOSED:CREDITO; years=10
GOVERNANCE,CAT_RETENTION_RULE,Regla de retención,Política corporativa de retención,f,HEALTH_20Y,Salud: 20 años desde cierre del último vínculo de SALUD (Res. 1995/1999 art. 15),,t,trigger=ENROLLMENT_CLOSED:SALUD; years=20
GOVERNANCE,CAT_RETENTION_RULE,Regla de retención,Política corporativa de retención,f,LEGAL_HOLD,Retención legal,,t,trigger=HOLD; years=0
GOVERNANCE,CAT_RETENTION_RULE,Regla de retención,Política corporativa de retención,f,PURGE_ELIGIBLE,Elegible para purga,,t,trigger=ARCO_CANCELLATION; years=0
GOVERNANCE,CAT_SEVERITY,Severidad de hallazgo,Interno,f,BLOCKING,Bloqueante,,t,""
GOVERNANCE,CAT_SEVERITY,Severidad de hallazgo,Interno,f,WARNING,Advertencia,,t,""
GOVERNANCE,CAT_SEVERITY,Severidad de hallazgo,Interno,f,INFO,Informativo,,t,""
GOVERNANCE,CAT_VERIFICATION_SOURCE,Fuente de verificación de identidad,Interno,f,RNEC_API,Registraduría Nacional (API),,t,""
GOVERNANCE,CAT_VERIFICATION_SOURCE,Fuente de verificación de identidad,Interno,f,DIAN_API,DIAN (API),,t,""
GOVERNANCE,CAT_VERIFICATION_SOURCE,Fuente de verificación de identidad,Interno,f,MANUAL,Verificación manual,,t,""
GOVERNANCE,CAT_VERIFICATION_SOURCE,Fuente de verificación de identidad,Interno,f,MIGR_COLOM,Migración Colombia,,t,""
GOVERNANCE,CAT_VERIFICATION_SOURCE,Fuente de verificación de identidad,Interno,f,NOT_VERIFIED,No verificado,,t,""
MDM_OPS,CAT_BLOCKING_STRATEGY,Estrategia de blocking,Interno,f,DOC_HASH,Hash de documento,,t,""
MDM_OPS,CAT_BLOCKING_STRATEGY,Estrategia de blocking,Interno,f,EMAIL_HASH,Hash de email,,t,""
MDM_OPS,CAT_BLOCKING_STRATEGY,Estrategia de blocking,Interno,f,PHONE_HASH,Hash de teléfono,,t,""
MDM_OPS,CAT_BLOCKING_STRATEGY,Estrategia de blocking,Interno,f,SURNAME_SOUNDEX,Soundex del primer apellido,,t,""
MDM_OPS,CAT_BLOCKING_STRATEGY,Estrategia de blocking,Interno,f,NIT_HASH,Hash de NIT,,t,""
MDM_OPS,CAT_BLOCKING_STRATEGY,Estrategia de blocking,Interno,f,LEGAL_NAME_TOKENS,Tokens de razón social,,t,""
MDM_OPS,CAT_GOLDEN_STATUS,Estado MDM del party,Interno,f,CANDIDATE,Candidato,,t,""
MDM_OPS,CAT_GOLDEN_STATUS,Estado MDM del party,Interno,f,GOLDEN,Golden record,,t,""
MDM_OPS,CAT_GOLDEN_STATUS,Estado MDM del party,Interno,f,MERGED,Absorbido por merge,,t,""
MDM_OPS,CAT_MATCH_DECISION,Decisión del motor de matching,Interno,f,AUTO_MERGE,Merge automático (≥ 85),,t,""
MDM_OPS,CAT_MATCH_DECISION,Decisión del motor de matching,Interno,f,PROBABLE,Probable (70-84),,t,""
MDM_OPS,CAT_MATCH_DECISION,Decisión del motor de matching,Interno,f,POSSIBLE,Posible (50-69),,t,""
MDM_OPS,CAT_MATCH_DECISION,Decisión del motor de matching,Interno,f,NO_MATCH,Sin coincidencia (< 50),,t,""
MDM_OPS,CAT_MDM_ENTITY,Entidad del MDM (auditoría genérica),Interno,f,PARTY,Party,,t,""
MDM_OPS,CAT_MDM_ENTITY,Entidad del MDM (auditoría genérica),Interno,f,PARTY_PERSON,Party Person,,t,""
MDM_OPS,CAT_MDM_ENTITY,Entidad del MDM (auditoría genérica),Interno,f,PARTY_ORG,Party Org,,t,""
MDM_OPS,CAT_MDM_ENTITY,Entidad del MDM (auditoría genérica),Interno,f,PARTY_ROLE,Party Role,,t,""
MDM_OPS,CAT_MDM_ENTITY,Entidad del MDM (auditoría genérica),Interno,f,PARTY_SEGMENT,Party Segment,,t,""
MDM_OPS,CAT_MDM_ENTITY,Entidad del MDM (auditoría genérica),Interno,f,XREF_PARTY_SOURCE,Xref Party Source,,t,""
MDM_OPS,CAT_MDM_ENTITY,Entidad del MDM (auditoría genérica),Interno,f,PARTY_IDENTIFIER,Party Identifier,,t,""
MDM_OPS,CAT_MDM_ENTITY,Entidad del MDM (auditoría genérica),Interno,f,PARTY_NAME,Party Name,,t,""
MDM_OPS,CAT_MDM_ENTITY,Entidad del MDM (auditoría genérica),Interno,f,PARTY_RELATIONSHIP,Party Relationship,,t,""
MDM_OPS,CAT_MDM_ENTITY,Entidad del MDM (auditoría genérica),Interno,f,PARTY_GROUP,Party Group,,t,""
MDM_OPS,CAT_MDM_ENTITY,Entidad del MDM (auditoría genérica),Interno,f,PARTY_GROUP_MEMBER,Party Group Member,,t,""
MDM_OPS,CAT_MDM_ENTITY,Entidad del MDM (auditoría genérica),Interno,f,PARTY_SERVICE_ENROLLMENT,Party Service Enrollment,,t,""
MDM_OPS,CAT_MDM_ENTITY,Entidad del MDM (auditoría genérica),Interno,f,CONTACT_POINT,Contact Point,,t,""
MDM_OPS,CAT_MDM_ENTITY,Entidad del MDM (auditoría genérica),Interno,f,PARTY_CONTACT_POINT,Party Contact Point,,t,""
MDM_OPS,CAT_MDM_ENTITY,Entidad del MDM (auditoría genérica),Interno,f,PARTY_ADDRESS,Party Address,,t,""
MDM_OPS,CAT_MDM_ENTITY,Entidad del MDM (auditoría genérica),Interno,f,PARTY_CONTACT_PREF,Party Contact Pref,,t,""
MDM_OPS,CAT_MDM_ENTITY,Entidad del MDM (auditoría genérica),Interno,f,PARTY_CONTACT_ELIGIBILITY_CACHE,Party Contact Eligibility Cache,,t,""
MDM_OPS,CAT_MDM_ENTITY,Entidad del MDM (auditoría genérica),Interno,f,MATCH_RULE,Match Rule,,t,""
MDM_OPS,CAT_MDM_ENTITY,Entidad del MDM (auditoría genérica),Interno,f,PARTY_DQ_ISSUE,Party Dq Issue,,t,""
MDM_OPS,CAT_MDM_ENTITY,Entidad del MDM (auditoría genérica),Interno,f,PARTY_AUDIT_LOG,Party Audit Log,,t,""
MDM_OPS,CAT_MDM_ENTITY,Entidad del MDM (auditoría genérica),Interno,f,PARTY_DATA_RETENTION,Party Data Retention,,t,""
MDM_OPS,CAT_MDM_ENTITY,Entidad del MDM (auditoría genérica),Interno,f,PARTY_BUCKET,Party Bucket,,t,""
MDM_OPS,CAT_MDM_ENTITY,Entidad del MDM (auditoría genérica),Interno,f,BUCKET_CANDIDATE,Bucket Candidate,,t,""
MDM_OPS,CAT_MDM_ENTITY,Entidad del MDM (auditoría genérica),Interno,f,PARTY_MATCH,Party Match,,t,""
MDM_OPS,CAT_MDM_ENTITY,Entidad del MDM (auditoría genérica),Interno,f,MATCH_REVIEW_TASK,Match Review Task,,t,""
MDM_OPS,CAT_MDM_ENTITY,Entidad del MDM (auditoría genérica),Interno,f,PARTY_MERGE_HISTORY,Party Merge History,,t,""
MDM_OPS,CAT_MDM_ENTITY,Entidad del MDM (auditoría genérica),Interno,f,PARTY_SURVIVORSHIP,Party Survivorship,,t,""
MDM_OPS,CAT_MDM_ENTITY,Entidad del MDM (auditoría genérica),Interno,f,PARTY_CONSENT,Party Consent,,t,""
MDM_OPS,CAT_MDM_ENTITY,Entidad del MDM (auditoría genérica),Interno,f,DATA_SUBJECT_REQUEST,Data Subject Request,,t,""
MDM_OPS,CAT_MERGE_TYPE,Tipo de merge,Interno,f,AUTO,Automático (score ≥ 85),,t,""
MDM_OPS,CAT_MERGE_TYPE,Tipo de merge,Interno,f,STEWARD,Decidido por steward,,t,""
MDM_OPS,CAT_MERGE_TYPE,Tipo de merge,Interno,f,OWNER_CONSENSUS,Consenso de owners de fuente,,t,""
MDM_OPS,CAT_MERGE_TYPE,Tipo de merge,Interno,f,MANUAL_OVERRIDE,Decisión de la Jefatura,,t,""
MDM_OPS,CAT_PARTY_TYPE,Tipo de party,Interno,f,PERSON,Persona natural,,t,""
MDM_OPS,CAT_PARTY_TYPE,Tipo de party,Interno,f,ORGANIZATION,Persona jurídica,,t,""
MDM_OPS,CAT_STEWARD_DECISION,Decisión humana de stewardship,Interno,f,MERGE,Fusionar,,t,""
MDM_OPS,CAT_STEWARD_DECISION,Decisión humana de stewardship,Interno,f,NO_MATCH,No es la misma persona,,t,""
MDM_OPS,CAT_STEWARD_DECISION,Decisión humana de stewardship,Interno,f,ESCALATE,Escalar,,t,""
MDM_OPS,CAT_SURVIVORSHIP_STRATEGY,Estrategia de survivorship,Interno,f,SOURCE_PRIORITY,Prioridad de fuente,,t,""
MDM_OPS,CAT_SURVIVORSHIP_STRATEGY,Estrategia de survivorship,Interno,f,MOST_RECENT,Más reciente,,t,""
MDM_OPS,CAT_SURVIVORSHIP_STRATEGY,Estrategia de survivorship,Interno,f,MOST_COMPLETE,Más completo,,t,""
MDM_OPS,CAT_SURVIVORSHIP_STRATEGY,Estrategia de survivorship,Interno,f,MOST_FREQUENT,Más frecuente,,t,""
MDM_OPS,CAT_SURVIVORSHIP_STRATEGY,Estrategia de survivorship,Interno,f,MANUAL_OVERRIDE,Decisión manual,,t,""
